,date,Comment,Sentiment_b,longitude,latitude
17063,2015-08-16 08:36:08,The server of H Clinton -- seems to be one of few federal servers that was not hacked. I'm sending credit to her IT team!,0.0,-71.5101,41.6772
23171,2015-08-16 09:20:58,"It will take a Democratic Party, the media and the 50% of Americans who are not getting true reporting to damage Hilary.  We must assume the Democrats lack anyone who is trustworthy, honest, ethical and intelligent other than Hilary since you all are so ""in"" for her.  Of course if the AG and Democrats had any scruples, being convicted of a felony for mishandling government documents might stop her. You should watch this and decide yourself ...  ... There must be some cleaner Democrats out there somewhere, instead of people who want to neither see, hear, nor speak the truth. ",1.0,-84.5603,43.3504
202,2015-08-16 09:36:02,"I believe many more liberal and moderate Americans would get behind Sanders if they thought he had as good a chance as Hillary does in winning next November. Most know, however, that Clinton - as it stands now, anyway - is much more likely to defeat whomever the GOP nominates. The main goal, in their view, is to make sure the Republicans fail to take over all three branches of government. ",1.0,-81.717,27.8333
18419,2015-08-17 05:40:59,"All reporting on the next election is hugely ignoring the vastness of Clinton Fatigue, which is saturating America.  And ""The Donald"" and Jeb!(??) are the best of the ""Ship of Fools"" group?Methinks there's a surging Tsunami of discontent with the public's perception of what'll be offered to us in November of 2016 - we've sat at that table too many times with the same old food.  Americans are hungry for something else, what that'll be remains to be seen...",1.0,-119.7462,36.17
18416,2015-08-17 06:32:48,"Come on!  We are not stupid out here in the hustings. There is nothing wrong with her emails, past or present. And we've all read that past Secretaries of Stae, quite logically, maintained private servers. Nothing sneaky about it. It's a non-stpry. And Benghazi! Good heavens! Long ago refuted, kept alive by the political right wingers, far beyond the point when it  became settled as nonsense. The truth is no secret:  Mrs. Clinton is not only by far the best qualified, most experienced candidate, but a woman whose record reveals a consistent concern for the oppressed, and for vulnerable women and children everywhere. She isn't aloof, but she has a commendable sense of herself as an independent human being with clear ideas. She is obviously at ease socially, converses pleasantly, yet possesses the gravitas she would need as President, head of state, chief executive, and commander in chief!  She is not anybody's Huckabee, and certainly does not resemble in any way the Koch puppet Walker, She remains the very competent, intelligent Hillary Rodham Clinton. She is the best candidate out there. I will have every confidence in voting for her to be President of this country.",1.0,-119.7462,36.17
15423,2015-08-17 08:42:25,"If celebrity is what the Times deduces is in Clinton's way of connecting with Iowans, then how can the Times explain away that celebrity is THE reason people flock to Trump? Nice try Times. Clinton doesn't have a clue what it's like to be from middle America. THAT'S why she didn't connect. ",1.0,-74.9384,42.1497
20342,2015-08-17 09:11:17,"Why is it hard to understand that 'every people' will never connect to the elites like Clinton.  Coupe this with the 'phony- ism'  that Mx. Hillary sprouts and you have a perfect case for entry of a dump Hillary movement. All adults know that you can never overcome perceptions of being dis-honest and untrustworthy. So, let us hope that reality will strike Mx. Hillary and she will end her quest.  America deserves better, its that simple. ",1.0,-74.5089,40.314
21548,2015-08-17 09:17:53,"I think Mrs. Clinton is an intelligent, charismatic, accomplished woman who has lead a great life.  I feel sad for her that she won't be able to become the first female president.  She and Bill have defeated many of their rivals over the years, and have had a great run, but they've come up against a stronger force in the Obamas (led by Valerie Jarrett) and will suffer another great loss at their hands.",1.0,-71.5314,42.2373
15418,2015-08-17 10:58:46,"Every time I see Hillary Clinton, and the rest of the pack, both parties, I'm reminded of the useless idiots in the Monty Pyton series. With the exception of Bernie Sanders, and I'm not too sure of him, the current band of charlatans running for the highest office in the land, are downright embarrassing.Perhaps there is yet an unknown savior, out there, who is deliberating running  (Elizabeth Warren ??), if not the truly scary thing is, one of these colossal idiots will become our next President.We need to wake up, really soon ...",0.0,-74.9384,42.1497
20338,2015-08-17 13:58:01,Oh yes she is so like the average person from Iowa except the Clinton's have forty million or whatever.,0.0,-74.5089,40.314
15413,2015-08-17 19:46:40,"Hillary Clinton was probably the greatest Secretary of State this country has ever had. I know this because Trump says she was the worst, and he is usually 100% wrong. ",0.0,-74.9384,42.1497
15401,2015-08-17 20:29:31,"Carly Fiorina had mocked Hillary Clinton's Cabinet experience by saying that ""flying is an activity, not an accomplishment.""  Yet Carly, evidently, finds flying with a golden parachute to be an accomplishment. ",1.0,-74.9384,42.1497
15412,2015-08-18 02:59:18,"That is it! Hillary Clinton is a celebrity. We do not need celebrities for presidency. After Benghazi criminal negligence, after her endless scandal with e-mails, after the leaked information that her foundation which received money from residents of Algeria, Kuwait, Qatar, Oman and United Arab Emirates i do not believe her transparency.    ",0.0,-74.9384,42.1497
296,2015-08-18 03:00:41,"If only Mrs. Clinton had ever held a job from which she could be fired for poor performance.  How often would that have happened?I'll settle for a woman who speaks the truth, obeys the law, and considers herself accountable.  Now that's what I call feminism.",0.0,-81.717,27.8333
23745,2015-08-18 04:12:31,"I was never an Obama supporter, and he's proved to be a terrible President although a formidable personality. His animus towards opponents has stalled his ability to govern the economy.  A Hillary Clinton presidency wouldn't make me nervous at all.  I believe she would be able to get all sides involved and govern. ",0.0,-92.302,38.4623
24216,2015-08-18 05:57:17,"I'm no fan of Carly Fiorina--I'm ann ardent Bernie Sanders supporter. That said, the photo that accompanies this article is sexist. Ms Fiorina is depicted in a classic submissive stance with her head demurely tilted, eyes downcast and looking away from the camera. Even her arms are crossed suggesting she is protecting herself. Try to imagine Donald Trump in this pose.And while I'm on my soapbox.  In the NYT coverage of the Iowa State Fair on Sunday there was no mention that Bernie Sander was even there, much less drew a huge crowd.  What gives dear NYT? Are you trying to nudge your readers toward Hilary Clinton without actually stating so?",1.0,-82.7755,40.3736
18371,2015-08-18 06:30:30,"How many women who are Mrs. Fiorina's age worked there way up from being a secretary to CEO of a Fortune 500 company WITHOUT having a powerful husband whose coattails she could ride on?I admire Ms. Fiorina's career path. Mrs. Clinton's, not so much.",1.0,-119.7462,36.17
15352,2015-08-18 08:18:39,"Congratulations Carly you've made it.The obligatory NYT hit piece proves you're a contender and a threat.When a lib/dem woman is scrutinized it's misogyny and proof of the war on women.When a conservative woman is held to account it's good journalism.I don't remember the NYT times investigative report on the community activist turned State Senator,turned non voting U.S.Senator who never made a real world dollar in his life.He kept company with a radical preacher and a 60s domestic terrorist,no problem no story he's on our side.He was against gay marriage before he was for it but suffered none of the ridicule or ostracization reserved for more traditional opponents of gay marriage.Hillary never achieved a single thing in her career that wasn't a result of her husbands political influence,connections or pay back for his philandering,article to come I presume.If it weren't for White House prodding would the NYT be covering Mrs.Clinton's e-mail troubles so diligently? I wonder.",1.0,-74.9384,42.1497
19753,2015-08-18 08:44:18,Let me give the other side. Hillary Clinton's records is not so sterling either.,0.0,-76.7902,39.0724
22260,2015-08-18 11:51:15,"SHe has a record and was a top executive...what does Clinton bring?...her record as Secretary of State?....If there was a word more powerful than incompetent for Hillary, it would be criminal......But Liberal reporters stay away from that story, like the plague.",1.0,-80.9066,33.8191
24213,2015-08-18 12:01:13,"Mr. Obama's record in the state senate of Illinois and the US senate was not particularly impressive either. Mrs. Clinton voted for the war in Iraq. Her record with the recent issues surrounding her candidacy is perhaps more suspect. At least Ms. Fiorina has the courage to call Democrats out for their false narrative about the ""war on women"". I think Democrats are very afraid of her, therefore the Times is rushing to their rescue. Nice attempt.",0.0,-82.7755,40.3736
23965,2015-08-18 14:46:16,"What we need in the WH is a competent CEO who knows how to run a country and hands down the best candidate remains Hillary Clinton.  She has distinguished herself as the chief diplomat in the State Department for 4 years, knows every head of state in the world, has extensive experience in domestic policy AND she comes with a package deal of a former president who arguably was the most successful CEO the country has had since FDR.That should be the decisive factor:  Being an outstanding CEO, not in business, which Fiorina is obviously not, but in running a country.  The sole thing speaking against Hillary is the lack of a military background, which unfortunately these days is more important than ever.  Obama's lack of it has led to a series of now well-appreciated blunders in the ME.  Hillary would need a VP to compensate for her own wanting in that department.  She should draft Wesley Clark for that job.Both together would be an unbeatable team in my view.",1.0,-69.3977,44.6074
19253,2015-08-19 08:42:00,"Hillary Clinton has her white supremacist condescending paternalistic contemptuous ""Sister Souljah"" lecturing  moment message to her privileged white base. The mass incarceration of poor non-violent blacks particularly those who use or possessed illegal drugs was the intended consequence of the Clinton era extension and intensification of the ""war on drugs.""   See "" The New Jim Crow:  Mass Incarceration in an Age of Colorblindness""   Michelle Alexander",0.0,-89.0022,40.3363
15288,2015-08-19 09:10:38,"Hillary Rodham Clinton is at her best here.  She does not blink, retreat, or tell a person what they want to hear.  She keeps her dignity and comportment.  We need to see less of the doting grandma and more of Hillary the unapologetic fighter! ",1.0,-74.9384,42.1497
15284,2015-08-19 09:21:46,"The way 2016's GOP race is shaping-up, Hillary Clinton only needs to not be a Republican in order to win the Civil Rights vote. ",1.0,-74.9384,42.1497
21519,2015-08-19 09:21:56,"Well, if Hillary Clinton is going to become a champion of civil rights to a new generation, then she needs to explain her support of her husband when he signed the Personal Responsibility and Work Opportunity Act of 1996. The act was a cynical move by the Congress to end aid to poor children and their families that disproportionately harmed people of color in the U.S. Here was the new right to work agenda, one stop on the long race to the bottom for poor families in the U.S., under the guise of welfare reform.",0.0,-71.5314,42.2373
15283,2015-08-19 09:38:18,The Clintons do have experience dealing with hecklers and responding with a mixture of firmness and sincerity. Remember Bill Clinton's tense exchange with AIDS activist Bob Rafsky.I welcome more unscripted moments like this. Let's see more authenticity from Mrs. Clinton. Doubtless the aggrieved won't want to take their chances being shouted down by Donald Trump.,1.0,-74.9384,42.1497
20297,2015-08-19 09:55:52,"Hard to see how Mx. Hilary, being a dishonest, corrupt, politician can appeal to a generation that is looking for someone who is authentic. ",0.0,-74.5089,40.314
18307,2015-08-19 10:48:36,"Good conversation. I was impressed by Hillary Clinton's grasp of the problem and the need to frame some action or legislative proposals. The quote in the article about not changing hearts leaves out the part where she says you can change some hearts but then says that legislation is needed to make it part of society. The head nodding was distracting, but she clearly received, understood, and sympathized with what was being said. I saw two of the BLM people talking about the conversation on Rachael Maddow and they seemed to want her to admit culpability in a particular way. They seem to have missed the fact that she did that in the conversation, but was keeping the focus on what to do about it now. I hope they do what she asked and give her some concrete proposals she can turn into talking points and legislation.",1.0,-119.7462,36.17
15270,2015-08-19 11:25:39,"As an avid supporter of Bernie Sanders, I have to admit that I thought Clinton looked very presidential here. It was nice to see her being real (and yes, I think she was being real). She has turned me off in her public appearances because she tries to be ""folksy"" and ""nice,"" and not fall into the trap of being a hard-edged woman, which I think she and her handlers assume will turn people off. But Clinton doesn't need to bake cookies anymore. The age of the hard-edged, no-nonsense woman is here. The direness of the issues facing us calls for the kind of seriousness and practicality she demonstrates here. I think things have changed for women since Clinton was launched on the stage in the early 90s. Let's see the real Clinton, especially her brains and no-nonsense articulateness. I can't believe I am writing this. I am still a monthly donor to Bernie.",1.0,-74.9384,42.1497
15269,2015-08-19 11:35:20,"In fact, Hillary Clinton is the better candidate than any other, has more experience than any of his opponents. She was First Lady, Senator and Secretary of State. She is a graduate and litigator,  And  has more strength than some other candidates for being a woman, in spite of some macho men, who dislike her, for   her gender and  leadership. It is also mother. In addition it has more courage than any of her Republican Party opponents. ",1.0,-74.9384,42.1497
15268,2015-08-19 11:41:06,"As a supporter of Bernie Sanders, I have to say this was the most authentic, thoughtful, impressive, ""real"" sense of  Hillary Clinton I have ever gotten.  And at least as far as race, I couldn't ask for better.  If she could be this spontaneously genuine when talking to the public, she would walk away with the presidency hands down.  However, there is this little thing about Wall Street...",1.0,-74.9384,42.1497
22941,2015-08-19 11:55:27,"This is the Hillary Rodham-Clinton we need to see more of! This is the woman who would make a great President. She is forthright, ballsy and articulate. ",1.0,-121.5708,47.3917
18305,2015-08-19 12:03:11,"To all the commenters so surprised by Hillary Clintons intelligence and passion, all I can say is, you havent been paying attention. Stop letting the media tell you how to think, they are simply out to create conflict and manipulate trivial factoids and anonymous sources all in the search for a juicy story, Clinton is the best person out there to lead the county, by far. We need her.",1.0,-119.7462,36.17
18304,2015-08-19 12:25:33,"I could be cynical, but it is beginning to seem to me that  political campaign announcements or videos, obviously designed to promote the candidate, are routinely repeated and reported as if they were news, thereby creating a string of positive articles about Mrs. Clinton. In contrast, yesterday's paper printed a rather scathing article about Ms. Fiorina.If campaign pronouncements are to be repeated as news, then at least report on all the promotional campaign announcements for every candidate. I would prefer that spin be avoided in favor of objective reporting, but, If we are to be subjected to spin, then, we should be subjected to spin in equal amounts for all candidates. ",0.0,-119.7462,36.17
21860,2015-08-19 12:42:45,"I know itʻs been said before, but really, let Hillary be Hillary.  You would think her campaign would learn that the poll-tested robo-candidate stratagem just does not work and, in fact, harms her by fueling questions about authenticity and, by extension, trustworthiness.  A minor case-in-point:  her Spotify playlist.  No songs from the Sixties but Katy Perry?  Really?  It had Youth Vote written all over it and, as someone from the Sixties (who is not stuck in the Sixties), I can tell you with 100 percent confidence that songs that really get her going didnʻt make the cut.Sometimes I think Ms. Clinton has been through so many political battles, and been burned so many times, that her mind made some sort of flip and she lost her original bearings.  These videos, to me, show the fire still burns.  Let it rip, Hillary.  Letʻs hear more of that voice.  Itʻll be better for you, the campaign, the Democratic Party and the nation.",1.0,-157.5311,21.1098
12993,2015-08-19 13:39:10,"I felt that Hillary Clinton provided an excellent sounding board &amp; gave the young activists some great advice.  It was also superb planning to allow for a meeting off stage which could be taped for a national discussion at a later time. This strategy was much more politically astute than allowing an organic ""takeover"" of the stage by the rambunctious #BlackLivesMatter protestors which projected a type of anarchical aura to fill the empty space of the spectator's imagination.Minorities have a reason to be angry as so many are being senselessly oppressed by petty fines, voting suppression, poverty &amp; persecution by the establishment.  Most crimes (90%) in urban communities are a result of drug dealing &amp; the crime associated with this type of activity.  When young people are growing up w/o fathers or w/ elderly grandparents &amp; there are few opportunities including housing, jobs or recreation, then it is only natural to turn to self medicating the wounded soul with drugs, alcohol or sexual activity.  This then becomes a cycle of poverty which is easily blamed entirely on ""White society"" symbolized by wealthy politicians like Hillary Clinton or Jeb Bush.  Ben Carson was raised in poverty although resilient enough to change his destiny with hard work, perserverence &amp; faith.  The protesters need to acknowledge that Hillary is more aligned w/ their interests than the GOP &amp; adopt policy agendas for her to ""sell"" to the public instead of just demonizing her to assuage their anger.",1.0,-78.2057,37.768
23496,2015-08-19 14:35:43,"“You can get lip service from as many white people you can pack into Yankee Stadium and a million more like it who are going to say: ‘We get it, we get it. We are going to be nicer,’ ” she says. “That’s not enough, at least in my book.”Uh huh. So, where was she during the time she was first lady, while her husband was passing laws that hurt blacks and other Americans? Where was she when her husband signed into law the repeal of Glass-Stegall which set the foundation for the Great Recession? Ms. Clinton, is like her husband. She will lie until the truth is uncovered. It was last week when she used almost the exact phrasing her husband did, when caught in a like. When she claimed she did not know of or delete classified e-mails. Visions of Mr. Clinton's Monica Lewisky statement came flying back.Again, Ms. Clinton thinks she is entitled to be the Democrat nominee and President of the United States. Something she claims she has earned. The more she opens her mouth; the more her poll numbers drop.",1.0,-105.3272,39.0646
18298,2015-08-19 16:32:51,"I was so proud of Hillary when I saw this. I have been a fan of the Clintons for years. This was not a candidate struggling to connect or mouthing platitudes. After seeing this, I just want to say: I'm ready for Hillary! I'm also ready to volunteer for her campaign. ",1.0,-119.7462,36.17
20292,2015-08-19 16:42:23,"My family admires President Bill Clinton as both as the man and as the President for years and always thought Hillary is the Brain and Bill is the Brawn and Chelsea is a great daughter model.  Yet I am a fan of Ms. Warren but after watching this BlackLivesMatter meeting video and get a glimpse of her inner-self  as she listens and articulate, I see hope and prosperity for our children.  I am now with Hillary and her vision. ",1.0,-74.5089,40.314
23493,2015-08-19 18:16:11,"I remember when Bush and Cheney came to Colorado during their first run for office. You basically could not go to any talk without getting screened and getting tickets provided by the local GOP. One group of kids who did get in in Denver got thrown out for having t-shirts on that the organizers did not like. So much for engaging in meaningful discussions with any opposing views. Hillary Clinton may have a generational difference with a year old organization, but the difference between the GOP and her on any real talk on race or anything else of consequence is vast it looks like.",1.0,-105.3272,39.0646
23962,2015-08-19 18:37:22,"I agree with many of the comments here, and this is what is clear to me:Hillary Clinton is an extremely skilled politician; that shows clearly in this video.Bernie Sanders is a dogged public servant, and that shows when he speaks.The question is which kind of person do you want in the White House?",1.0,-69.3977,44.6074
15249,2015-08-19 19:00:51,"All lives matter.People behind bars matter.People trying to live in better conditions matter.To change the photograph of American attitudes, a revaluation of values is called for.Many criminal offenders are sick and tired of being sick and tired of going thru the revolving doors of the criminal justice circus.See: www.reentry-reintegration.com for ways to change attitudes on both sides of prison walls.The American public has got to change their lust for revenge and criminal offenders have to change their lust for irresponsibility.The Clintons hail from Arkansas, across the river from Mississippi and the fruit doesn't fall far from the tree.There is a Conservative streak in the Clinton fabric that has not ever been explained, but circumstances are demanding commitments to values that reflect beliefs that ALL lives matter.",0.0,-74.9384,42.1497
20869,2015-08-19 19:04:13,"I'm not a big Hilary fan, but I thought she was spot on in her response in the Good Magazine videos. BLM activists articulate the issues well but then say ""What are YOU going to do about it?"" They would be better off saying ""here is the problem and THIS is what we want you to do to fix it."" Then get to work on defining what ""THIS"" will be.The marriage equality movement did not have anyone to demand action from, very few politicians had the guts to be ""on their side"" when they started out. Instead they laid out a deliberate, step-by-step strategy through both legislation and the courts that charted a course to a well-conceived final goal, changing hearts and minds of those in power along the way. It was an impressive tour de force that should be a model for future activists for decades to come. ",1.0,-72.7093,44.0407
15263,2015-08-19 19:44:22,Sorry but Jones wasn't interested in listening to Clinton. He just acted out and played the part but didn't listen to a darned word she was saying.,0.0,-74.9384,42.1497
23492,2015-08-19 20:03:33,"Just wondering - if blacks are so dissatisfied with Sanders and Clinton, just which of the GOP candidates will be more likely to address their issues? If blacks decide not to vote at all, that may well result in a GOP president. Just how do blacks think that would play out? As has been pointed out, the Democrats are not liberal, they are at best centrists. Still, who is willing to work to change the laws, mea culpa or not?",1.0,-105.3272,39.0646
18295,2015-08-19 20:10:05,"I a little cynicism is in order. The BLM activists are disproportionately feminists who support Clinton for president. When they chase Bernie Sanders around, they don't give him a chance to respond. So there's a double standard made all the more outrageous because Bernie has an excellent record on civil rights and Bill Clinton had an absolutely HORRIBLE record on civil rights. In fact Bernie had to vote for the repugnant Clinton crime bill to prevent President Clinton from striking an even worse deal with conservative Republicans, such was the determination of Clinton to enact three-strikes policies which have devastated African American communities. Now you can believe that Hillary is different because she's a woman or whatever, but a lot of exposes have been written which say otherwise. It's a little sad that BLM treats its friends worse than its enemies.",0.0,-119.7462,36.17
21518,2015-08-19 20:13:37,"These interactions demonstrate Ms Clinton does not grasp the depth of White Supremacy in the governance of America; or, politically, cannot acknowledge it.  Too bad.  We already know the so-called Republicans ironically, given the looming presence of Abraham Lincoln, have used it since Nixon's Southern Strategy to solidify their base.  ",0.0,-71.5314,42.2373
23670,2015-08-19 20:13:51,"What upset me more about this front-page story was the way Haberman sought to direct our understanding of what had happened, and inform us how good the exchange allegedly made Hillary Clinton look.  Yet more glamorous coverage for Clinton and only hashtags and hair for Bernie Sanders.  And not a word about Martin O'Malley who stood with union workers in Las Vegas.  Thank you Mr. Blow for asking Times readers to maybe take another, more critical look of the campaign and the Times' coverage of it.  People are literally dying in our streets.  We are looking to the Times for news on how candidates plan to address the nation's problems, not look good or suddenly ""sincere"" in front of a camera.",1.0,-110.3261,46.9048
15238,2015-08-19 20:15:26,"Reported violent crime in the U.S. dropped from about 1,932,000 incidents reported in 1992 to 1,163,000 in 2013.  It is impossible to draw a precise line between these statistics and the rate of incarceration in U.S. prisons.  However, the data at least suggest that Ms. Clinton has less to apologize for than Mr. Blow thinks.The increased rate of incarceration also has coincided with a tremendous increase in safety in our large cities (perhaps Chicago is an exception).  I offer out of my own experience Morningside Heights, New York City, 1977 (where I enrolled in college), and Morningside Heights, 2010, where I took my son for a college visit.  In 1977 the neighborhood, outside a few blocks, was nigh terrifying; in 2010 it was entirely tame.  No one ought to need convincing about the racism inherent in the criminal justice system.  However, I would suggest that at least some of those people locked up in the last twenty years were truly dangerous, and their presence in jail saved many pain and suffering, and perhaps death.",0.0,-74.9384,42.1497
15241,2015-08-19 21:07:48,"Somehow it's hard for me to imagine Hillary Clinton -- or anyone running for President -- stating for the record ""I'm so sorry, I made a terrible policy mistake and now the country is worse for it.""  Imagine the opposition's TV ads playing that over and over again.  Committing political suicide seems like a lot to ask of any of the candidates.",0.0,-74.9384,42.1497
20868,2015-08-19 21:08:39,"What makes you think liberals applaud when various politicians (like the Clintons) sell out the black community? Liberals in New York did not applaud Eric Garner's death. Stop and frisk was a Giuliani program. And it's the liberal DeBlasio putting an end to it. These incidents do not in the least implicate ""...the liberals who occupy these cities themselves.""About stop and frisk: to say that ""...most white voters in the city said that they approved of the program."" Unless you are claiming that all white voters in NYC are liberals, that factoid does not even come close to saying that white liberals approved of the program. That's a deliberate misreading of the statistic.I find it deeply offensive that you assume liberals favor these policies. Yes, politicians have known to sell out, but they are selling out the liberal electorate too. Despite his accomplishments, even President Obama himself has also been a disappointment in many ways. But don't blame progressive voters when no bankers go to jail: We are appalled and angry at this betrayal. And we are appalled and angry when police act like deadly occupying armies that neither protect nor serve. You appear to respect the ACLU – who do you suppose are the members of the ACLU? Who do suppose supports the organization?And finally, what has Bernie Sanders done to draw your fire? Unlike blue dogs and DLC Democrats, he has never sold out. And never will.",0.0,-72.7093,44.0407
24490,2015-08-19 21:11:57,"The loud and demonstrative antics of Black Lives Matter is not going to move the needle in terms of lasting change in how our black citizens are treated. It's just mostly bad theatre.I'm hardly a fan of Ms. Clinton, as her personality tends to give me indigestion, but credit is due where credit is deserved, and she called it out correctly all the way down the line in that conversation.",0.0,-77.0262,38.8964
17348,2015-08-19 21:30:14,"Hillary should have just said what we all know she thinks and told him to shove it. She know blacks are going to vote for her in the election. Their leaders have sold their loyalty to the Clinton machine and the only thing the everyday folk will get in return is lip service. One of the most effective components in bargaining is having options. With their cards already on the table, there's no leverage to exert.",1.0,-97.6475,31.105999999999998
18279,2015-08-19 22:45:39,"Surely, Clinton must have her own plans,but is she too hesitant to pronounce them?  I want a candidate who has commitment to her own ideas, not just waiting for the activists in Black Lives Matter to serve as a catalyst.",1.0,-119.7462,36.17
20281,2015-08-19 23:28:06,Has it ever been proven that the rise in mass incarceration of black and brown people is actually disproportionate to the amount of crime they commit?  And now Hillary is supposed to be one of the prime movers toward this end?  Is anybody awake out there?  We've had a black president for two terms now and things are getting worse for blacks but Hillary Clinton is to blame?  ,0.0,-74.5089,40.314
19741,2015-08-20 02:12:07,"I think something is troubling and missing in the focus of today's op-ed. The point is made: ""....there may have been unintended consequences, but now that you understand the consequences, what in your heart has changed...?""  Linking ""unintended consequences"" to the need for change in your heart, suggests the consequences were so not unintended, that it was a callous heart seeking the consequences.  But at the same time it is acknowledged that the consequences were unintended.  So is a change in heart necessary?  No.  What is necessary is the careful implementation, monitoring, review and modification of a program to ensure it does not result in unintended consequences.  Hillary isn't guilty of that failure; Bill Clinton was, Lyndon Johnson was, probably Jimmy Carter was.  On the other hand, Republicans are guilty of intended consequences.  Our leaders should be held accountable.  I think Hillary can/should acknowledge that we must be very careful in funding programs meant to help people, curb violence, stimulate the economy, etc.  Much of what Democrats have tried to do failed due to how it was implemented--often because the implementation was in the hands of Republicans who don't want it to work.  Liberals, Democrats must acknowledge when a program has gone awry; if it fails due to poor planning, take ownership, remedy it. But I don't believe it follows that a change of heart is what is called for; Hillary's heart was to seek good, not the unintended consequences.",0.0,-76.7902,39.0724
22100,2015-08-20 03:14:27,"Every ordinary politician has opinions and beliefs. However, wise is the politician who realizes that taking a strong stance on every issue does not necessarily allow for the best decision-making or policy-creating. This does not mean that politicians should take a middle-of-the-ground stance on every issue-they should still stand by what they believe. It simply means that America needs more politicians who can believe in one side of an issue wholeheartedly and still be able to see the downfalls of their viewpoint and the benefit of the opposing viewpoint. When Hillary Clinton tells Black Lives Matter that they need to revise the focus of their organization to be able to get anything accomplished, it is not because she doesn't  believe in rights for black people; it is because she sees the ways in which the activists of a cause that she believes in and supports have fallen short and offers her honest opinion about how she thinks they should approach their cause. This exchange is a good demonstration of the manner that  Hillary is equipped to approach issues in our country. She listens to the petition fully, attempts to give the most relevant answer she possibly can, and offers a realistic solution that she sees to best address America's specific need on the issue. America doesn't need candidates with opinions; we need candidates with solutions, and I believe that this situation highlights Hillary's ability to recognize the need for those solutions in our country.",1.0,-83.6487,32.9866
23208,2015-08-20 04:11:43,"Hillary's real problem is simple: when she speaks honestly from her heart - which is a rare occurrence - she sounds like someone else.Her ability to isolate what's in her heart from what comes out of her mouth is her greatest strength and greatest weakness. Voters want to believe, and they tend to believe the people who can fake sincerity - Reagan and Bill Clinton, for the two most recent examples.She has already, since 1992, when she said she wasn't going to bake cookies, presented the lasting impression of herself as above it all, just better than all of us stupid folks. She would make a good President, but she'll never win the election.",1.0,-84.5603,43.3504
20272,2015-08-20 04:18:39,"One of the most fascinating aspects of Hillary’s search for the Presidency is the steady toll her campaign is taking on Bill Clinton’s near-hallowed legacy, and on his post-presidential reputation through the distressing revelations about his post-presidential activities to build the Clinton Foundation. No recent US president has had his post-term standing diminish so sharply.   ",1.0,-74.5089,40.314
20277,2015-08-20 05:08:15,"Maybe liberals of the Clinton, triangulating, corporate stripe aren't really liberals in the sense that many of us have always defined the term. Maybe such pols are always calculating how many white racist votes they need to win. Watching Hillary is always agony. She's in the wrong line of work, but I'll still vote for her and hope for the best. Meanwhile, for perspective, go visit sites like newsbusters and truthrevolt to inspect the racist and vile comments about both Hillary Clinton and African-Americans.",1.0,-74.5089,40.314
13547,2015-08-20 05:26:44,"Clinton was being a bit unfair by laying the onus on Jones to come up with a plan. His role as a community activist is to raise awareness in the community and in those who seek to represent or govern. It is up to Clinton to acknowledge if she believes the issue to have merit and seek input from expert advisors to come with a plan of action that she can sell. I thought that her ""below the belt"" comment about only having a conversation with ""whites"" reveals her defensiveness and an unpleasant edge.",0.0,-77.264,40.5773
20287,2015-08-20 05:57:15,"As with Bernie Sanders, some in the Down with Dems regime in this country are growing ever more desperate. All you hear out of the GOP is more slash and burn. Much more and the entire country will be incinerated into ashes from which not even the fabled Phoenix will rise.Hillary Clinton is a practical woman because like most women her nature is to analyze the situation and try to resolve it to the betterment of the greater good. Now, is that what the GOP bulls do? You bet not. This is the reason, unless they buy the presidency with Koch, Adelson or Trump money, you won't see a Republican in the White House for a very long time. ",1.0,-74.5089,40.314
15257,2015-08-20 06:06:30,"I do not like the way people can try to hurt many candidates by magnifying their faults.  And Hillary Clinton is no doubt a very intelligent and capable person who knows a great deal about government.  But before all the people who support Hillary Clinton start praising her highly for what is written in this opinion piece they should consider what Charles Blow wrote in his column today that shows what she said was really not so good, and was even seriously deficient.  Seeing HRC fairly is to see the whole picture not just the good parts.Many of us voted for Bill Clinton for the same ability to sound so good.  Yet when he was in office those who kept looking saw a man who really did not care for other people when the going got rough.   Please do not make the same mistake with HRC.  She only means what she says with part of herself.  The other part is selfishly cold and not to be trusted.  The Presidency needs someone of proven integrity, not someone who sounds good.           ",1.0,-74.9384,42.1497
13307,2015-08-20 06:18:24,"Then I guess Toni Morrison had it wrong when she referred to Bill Clinton as our ""first black president.""Exactly what does the president of the United states, or his private citizen, elected to nothing wife, have to do with small town cops too quick on the trigger?BTW, why did Blow leave out, as a way of helping to make black lives matter,  the gun control bills Bill Clinton signed early in his administration that helped propel the GOP to their first congressional majority in 40 years?Why don't we hear about all of the cops fired and/or indicted for shooting black people?  It seems every few days there is another headline announcing another cop arrested for the shooting of an unarmed citizen some where.As a side note, the firing of bad cops puts to rest the conservative lie that police union work rules are the cause of these shootings because they protect bad cops.Sounds like the message has been received.  Sounds like police and prosecutors are taking notice.  Now, when will the black community take notice and stop burning down their homes and businesses every time something like this happens?",0.0,-111.3877,33.7712
