,Comment,URL,Recommendations,Locations,EditorPick,userID,date
924,"While I did have to get up very early this morning and therefore am very sleepy, I didn't make it past Santorum. Very somniferous, even soporific. Thank you Ms. Collins once again!",,20,Idaho,False,3524895,1433604686
925,Very interesting but this group as a whole wouldn't have even a 48 IQ by test.  A thought did occur to me regarding Rick Perry who is very fond of his lush head a hair.  Perhaps Rand Paul could cut his hair and be his buddy.  God know they both need someone.  Pitiful bunch in the Republicans.,,26,"Edmond, OK",False,59790721,1433604600
926,"Ok Ok, it just dawned on me. I nominate Gail Collins for President of the U.S.A.<br/>Her impish grin alone would be a balm to calm the ship of state!",,36,"Mayne Island, Canada",False,17091604,1433604371
927,"Thanks, Gail, I don't think I  could get through this without you.<br/>""Lindsey Graham: Senator from South Carolina. Besties with Senator John McCain. Once suggested he’d drown himself if Barack Obama took North Carolina, but failed to follow through.""<br/>If these righties keep promising to do something drastic every time they don't get their way, or when President Obama does, and then they never do anything how can we take anything they say seriously?<br/>If these promises were worth the beans they were printed on Rush would be in exile somewhere, I forget where, Rick Santorum would be in a monastery, and Graham would, at least, have been committed.<br/>Couldn't we expect that the fainting master would at least have to hold his breath until he turns blue?",,32,Denver,False,42128569,1433603901
928,Lat all outrun each other and jump over the fence and only Bernie Sanders stands alone.<br/><br/>He is the One !,,23,"Cincinnati, OH",False,35372759,1433603016
929,"A nation of 319 million people ... and this is all we can get?<br/><br/>The scariest part of this is that those people take themselves seriously ... they actually think they are wise, far-sighted, leaders who know the directions in which our nation must move.<br/><br/>Good grief!",,72,"Oxford, Mississippi",False,55747814,1433602902
930,"Nice hatchet job on Bernie Sanders, Gail.  Your bud Hillary must love you.<br/><br/>I see you omitted mentioning Hillary's false claim of dodging enemy sniper fire.  You obviously would love to take Bernie down, but one thing he isn't is a liar.",,39,New England,False,67736227,1433601795
931,"The ineptitude and clownishness of the GOP candidates has already stopped being funny, and is now just...sad.",,36,LA,False,44838478,1433601704
932,"A circus show with so many clowns . I am waiting for the biggest clown DONALD TRUMP to enter the ring, then it will be really funny show. I wonder why Sarah Palin, Michelle Bachman and 9-9-9 Herman Cain are not running this time. ",,25,NEW YORK,False,33086341,1433601374
933,"No one would go to sleep about BERNIE SANDERS Gail.  He's the only human in the race, and the only human in the entire Congress.",,55,"Asbury Park, NJ",False,27056053,1433601362
934,"What was that about . . . ""wrapped in a flag and carrying a Bible?"" Oh yeah, the coming of corporatist control of America. This group of Republicans is simply trying to be elected to the Board of Directors. ",,24,"Portland, Ore.",False,63887614,1433601319
935,"Excellent work, Gail.<br/><br/>May I offer a suggestion for the theme of next week's report on the candidate population explosion.  Perhaps something along the lines of ""The Dirty Dozen"" or ""Cheaper By the Dozen?""  I know: ""A Banker's Dozen!""<br/><br/>Before this parade is finished, you'll be able to lead off your column with: ""Four-score and seven hats ago...""",,25,Texas,False,67607286,1433601016
936,"Well, at least you acknowledged that Senator Sanders is a candidate. ",,41,"Allen Park, Michigan",False,18661409,1433598560
937,Save yourself the anxiety and take a sleeping pill.,,3,NYC,False,68276149,1433598087
938,Where did adults go? It's like a big high school. Boys. An ugly bunch.,,23,Brooklyn,False,68958497,1433604094
939,I am afraid picturing all those Republicans doing anything before I went to sleep would give me nightmares.  I already have nightmares just thinking about any of the Republicans actually becoming President!<br/>Thanks for the laugh this morning Gail!!!!,,28,"Centennial, Colorado",False,22629813,1433602087
940,"I already have nightmares, Gail. ",,18,ok,False,45513833,1433600793
941,The world laughs. Everyone is waiting for comic relief.,,7,Massachusetts,False,874543,1433599794
942,"Meanwhile, one time GOP presidential wanna-be and now full time madman Sam Brownback has taken a chain saw to Kansas and put it in the popcorn popper to die a painful death. Tax cuts have gutted their economy and government furloughs are apparently right around the corner in Oz, the Koch lab experiment that all these republicans want to try on the rest of the country. Can you get fed help if your a political party IS the natural disaster?<br/><br/>We better wake up, not go to sleep again for a while.",,47,Colorado,False,40249616,1433599398
943,"List is almost o.k. funny, except for inclusion of the elder Mr. Pataki. Vulnerable old and minor relatives of candidates are not fair game. Thanks for all else: GOP nightmares and sweet dreams of Bernie Sanders.",,12,"New Orleans, LA",False,15210394,1433598309
944,And somewhere in this pile of lightweights we need to find Presidential timber? I just can't see it. ,,12,Houston,False,60837514,1433598144
945,"I can only think of one person who acted like a real president, after I find out someone was forcing a practical joke on me. But it was true: Ronald Reagan was going for the White House. A B-level actor as president? I still couldn't believe it. And then it came to me.<br/>Of course. If the voters needed someone who could act like a real president....<br/>But that was years ago. Not one of the runners loping toward the presidency nowadays happens to be a good actor casted for that role. Hollywood: what are you waiting for?",,9,Manhattan,False,65003554,1433605461
946,"Well, now, there's an idea, we could put their faces on cereal boxes, or maybe Koch could do a Dixie paper plate package, with, what is it now, 10 designs?  (I better shut up, I use and like Dixie paper plates!) ",,3,Iowa,False,13387144,1433604296
947,"I'm 70 and my husband is 75, we are both retired research scientists and his message resonates with us as does Warren's, and Franken, etc.<br/><br/>The corruption of wall street and the banking industry are not in anyway justified by capitalism or free market philisophy.   Violating laws, engaging in fraud and deception against their own clients, competition neither open nor fair.   If these money grubbing crooks are not shutdown aggressively and publically and their business model rejected it will not stop.",,8,"Benton City, Wa",False,53034201,1432938837
948,"Tell everyone you'll give them free healthcare, free tuition, free everything, from cradle to grave and that you'll send the bill to someone else to pay...there's nothing new about that...""you toil and work and earn bread and i'll eat it."" ",,0,NJ,False,71858980,1432934617
949,"Common sense as opposed to obfuscation is what resonates, his passion is not for his political ambitions but rather for the people of this country.  ",,18,Michigan,False,63458708,1432929791
950,"I agree with R-Star; my wife and I (just in our 50's) are drawn to Sanders' message and actually find comfort in the fact that he cannot possibly be in this to have multiple terms!  But seriously, it is time for a revolution - big money has way too much control.  Government is to be for and by the people; it is time for someone, even a spunky 75 year old, to get us back on that track.  It will be interesting to see how my sons (both in their 20's) decide...",,11,Durham,False,20501795,1432929539
951,"I'm a retiree and think Mr. Sanders is a throwback to one of the country's worst presidents (no, not the big-eared clown we're presently stuck with for a few more months), but fdr.  Take from those of us who earned and saved for our retirement years only to give to those grasshoppers who didn't?  What idiocy!",,1,Chicago,False,15528872,1432929481
952,"It's amazing! My mother-in-law, who listens to Fox News and hates Obama, heard Bernie speak and said, ""That's a man with the right ideas!"" I'm also dazzled by his message and delivery, but I cannot shake the specter of George McGovern, another man who had the right ideas.",,2,"Boston, MA",False,46577552,1432928195
953,If being 73 is old to make decisions that affect this country then Ruth Bader-Ginsberg needs to give up her robe and retire.  Reagan was just weeks away from being 74 when he was re-elected.,,10,california,False,59046243,1432927947
954,"It isn't just seniors that Mr. Sanders is resonating with as a candidate.  He is also inspiring the youth of this country who have seen their parents suffer through a very bad recession while the government bailed out banks and corporations.  They saw their parents lose their jobs which, for some, also meant losing their homes.<br/><br/>My 20-year-old nephew is VERY enthusiastic about Mr. Sanders candidacy.  It is gratifying to me to know that the youth of this country ARE watching and listening to what is happening in America.  All this time I thought they were too plugged in to care or pay attention.  People are fed up with the system, as is.  Seniors and youth, alike.",,14,california,False,59046243,1432927191
955,"I'm 21 and a third year undergrad in college. Mr. Sanders happens to be an alumnus of our school, but that's not why I'm going to vote for him. I'm voting for him because I've checked his platform and the platform, so far, looks mostly solid. He has a To-Do List instead of vague ideologies. He can negotiate with members from both major parties. Above all, he is articulate and well-grounded and I believe he can convince people to follow him. Seniors are not the only age group supporting Mr. Sanders.",,27,Chicago,True,72182557,1432927094
956,"Corporate Personhood has undermined our democratic processes.  The current candidates pander to Super Pacs, the Koch Brothers and other money for influence billionaires and Hillary Clinton is its poster child.  Bernie is the alternative to this trend toward oligopoly.  Bernie's message of free tuition for qualified students should demand a quid quo pro that those students, including medical students, perform national service. Further, distinguish between universal health coverage and optional services which should be out of pocket. Absurd amounts of money made by Wall St. for  creating risk for all and profits for the few, must be reformed.  Otherwise we face an inevitable re-occurrence of the financial crisis of 2008--Wall St. will not reform itself! Lastly, our continued meddling in foreign affairs has proved a boom ONLY for the military industrial complex and  the Wall St. bankers who finance them, and who now effectively run our country.  Don't let Bernie's to be just another voice lost to apathy and laziness.  It is every American's responsibility to fight for our freedoms and for the democratic ideals on which our country was founded.    ",,11,"Portland, OR",False,8800446,1432925134
957,"Yet another article presenting Sanders as an interesting guy, and one who seems to have a message that resonates with people, but sadly not quite a ""serious"" candidate.<br/>When the media bases the ""seriousness"" of candidates on what the media has already decided to take seriously, and virtually all the coverage presents Sanders as some idealistic Quixote who might be interesting but isn't really worth taking seriously, at what point will they accept that there's a candidate people are excited about, and presents a very real alternative to the other Dems running in the primary? ",,18,"Charleston, SC",False,61120294,1432924773
958,"Sanders is right and on the money.   The progressivism of a former day is more useful as a basis for going forward than nothing else visible in our political horizon.  The fact that its principles are inherent in our idea of ourselves as a nation of a free people.  We can seek the way ahead in such things as an education available to all without a fee blocking access to it and concern with the general prosperity, one  in which wealth means an obligation to others as its natural consequence, and taxes are an instrument of fairness, and a the way to build what we need, not a burden.   It is not nostalgia at work but a practical solution to the problems of a time of too much divisiveness and self interest as  prime purpose  ",,7,"Carlsbad, CA",False,36103012,1432924229
959,"In 1976 the liberal Democratic candidates cut themselves to pieces eliminating their strongest candidate Morris Udall giving us  a good man but uninspiring Jimmy Carter. In this election Bernie Sanders stands alone. The anti Carter his inspiring message is about truth, hope, and change all for the good. He is an unprecedented candidate in 20th and 21st century American politics. Please be prepared for the tidal surge of voters of all types, ages and persuasions who will be drawn to his candidacy.",,18,"Norwood, MA",False,61660441,1432922881
960,"""People say presidents should represent the future, represent the next generation, but what this country needs is a leader who has a deep understanding of its problems"". How true!<br/><br/>I think that Mr. Sanders, just by getting into the race, has done this country a great favor. Win or not (lets hope the former). I think that his message, his ""genuineness"" and his aspirations and vision for the country will give such an impetus and boost to the future similarly aspiring candidates (with an eye to Ms. Warren), that I think the landscape of future contenders is now changed compared to what it would otherwise have been absent Mr. Sanders.<br/><br/>I already feel politically invigorated through his involvement compared to Ms Clinton or the Republican contenders.",,19,washington,False,53071852,1432922626
961,This article is age-ist.<br/><br/>It seems that people over 50 are one of the last groups that can be stereotyped with impunity.,,20,boston,False,4162750,1432922304
962,"Bernie Sanders is a socialist's socialist.  Yes, socialism often sounds good, but it has a long record of not working too well.  How can I respect someone who doesn't respect the lessons of history?  Thus he simply has no credibility with me, period.  But nice hair...",,0,Illinois,False,68327912,1432921411
963,"I support a senior like Bernie going out and fighting the good fight. While younger people think they have the luxury of opting out, his message applies to young and old. They need to get out and vote as our generation did and continues to.  Bernie's positions make sense and are not ideologically or religiously skewed so it puzzles me why more people who would benefit from his ideas aren't on board. ",,13,Hawaii,False,60949197,1432920424
964,"Why do we insist on pigeon holing people by age? It's tre that everyone lucky enough to survive their youth will become older. But non-judgmental people will find like minded others in all stages of life. People of all ages vary tremendously in energy, health, behavior, attitudes and intellect. We become distracted by outward appearances and generalise as to what they think and feel if they look like us or not. Bernie Sanders has done good honest work as a politician during a long career. In that sense his age is a tribute to his code of ethics and professionalism. If there are people who are the same age as Bernie who support his campaign, well and good. But I know of many who are much younger than he who think he is a powerful force for good government.",,27,"Boulder, Colorado",True,23000930,1432920300
965,"Glad to finally see the NY times write about other than ""Hillary the anointed one"". I just don't understand why anyone would not take him for a serious candidate. He has had a long career in politics, is intelligent, thoughtful and respected by many. He says what he thinks and cannot be bought. Oh yeah, maybe that's the rub.<br/><br/>Trying to portray him as a candidate only for the very young or old won't fly. He's got a base of all ages. <br/><br/>I don't agree with him on all issues, but he'll get my vote in the primary. I actually have a reason to vote now!",,22,Vermont,False,60762434,1432920070
966,"As a senior citizen on limited income (yes, there is ""grey"" discrimination in the job market), I have been discouraged that I could not contribute to his campaign.  Then I just read all 800 something comments here, and decided if I had to eat rice just two days a week, I could use the meal money to at least donate $15 a month.  I also was impressed by a commenter who said while in college she worked for Sanders' campaign for mayor, and he won by 10 votes! I bet she got at least 10 people to vote for him!  So, maybe my small contribution will be the money that helps get him over the top.<br/><br/>Hey, I did it for Obama and he won...just saying.",,22,Candler NC,False,53925296,1432920051
967,"Bernie is my choice, and I am 51 years old.  He resonates with people of ALL ages, but especially the young and the elderly, who are natural allies.  I am hopeful (not too confident, but hopeful) that he can beat Hillary in the primary.  For those of us who are actually voting issues, on the Democratic side, it will be Bernie.",,22,Texas,False,66798675,1432919994
968,"is america so lucky as to have one like bernie as POTUS? does the country really ? enogh of the follies and foibles of youthful traders, and corporation-friendly,war mongers in the White House . the time calls for a mature people-friendly , committed and determined president who is capable of fighting and winning the battle against mega corporations and bringing them to heel,to din some sense of social responsibility in them, to get them to bring back manufacturing into the US .<br/><br/>in the meanwhile what can we ordinary people who sympathise with bernie can do ? i suggest the least we all can do is to subscribe 5 to 10 dollars to his election fund . if all of us do it , we the 99% , can give a fright to the corporations by showing them that collectively we the 99% CAN OUTFUND OUR CANDIDATE THAN THEY CAN DO THEIRS. it would be a show of strength in their own language of money which is the only language the rich corporation lobby understands . ",,19,<br/>,False,61447339,1432919352
969,"Wall Street and the Koch Brothers &amp; Waltons will destroy him with their billions of dollars of propaganda, but it will be fun while it lasts... GO BERNIE GO!!!",,4,USA,False,40467813,1432919069
970,"Bernie Sanders: A consistently thoughtful, knowledgeable, ethical candidate with feet firmly planted in reality and America's more enlightened, morally-centered values.",,18,California,False,31713359,1432919922
971,"With all due respect, how can you not admire this man? He has fought the good fight while in office. He has been consistently dismissed and marginalized while so many other candidates drown themselves in corporate contributions and get all the coverage, but offer the average American voter nothing but wars and exporting of their jobs. His constituents love him, because he works for them. He is going to be a great candidate. I hope Americans get to know who this man is.",,30,"Cheboyagen, MI",False,36256008,1432919555
972," PRESCRIPTION DRUG USER FEE AMENDMENTS OF 2007<br/><br/>Sen. Thad Cochran (R-MS) introduced an amendment to Dorgan's amendment. Cochran's provision would require the Department of Health and Human Services, of which FDA is a part, to approve all imported drugs. Due to the substantial burden the requirement would impose on the agency, the measure essentially nullifies Dorgan's amendment. The Dorgan amendment passed by voice vote, but only after the Senate attached the Cochran amendment by a vote of 49-40.<br/><br/>Several amendments the Senate failed to approve proposed expanding the scope of the bill. Moments before the final vote on the bill, Durbin introduced an amendment that would have inserted language making it more difficult for scientists with financial conflicts of interest to serve on FDA advisory panels. The Senate did not agree to the amendment in a 47-47 vote. Grassley introduced a provision which would have involved the Office of Surveillance and Epidemiology in post-market safety reviews, a responsibility currently left to the Office of New Drugs. The amendment was rejected 47-46.<br/><br/>The Senate voted 93-1 on the final bill, with Sen. Bernie Sanders (I-VT) voting ""nay,"" citing dissatisfaction over the nullified drug importation provision. The House is in the early stages of developing companion PDFUA reauthorization legislation, which is expected to contain similar regulatory expansion measures.",,0,"Nashville, TN",False,72875135,1441361274
973,"While it would be very attractive to Hillary to be seen as similar to Bernie, theyir positions differ in very important respects. Their funders also do. As voters, we should not fall for someone telling us not to worry about the differences using percentages. A small percentage can be very significant in this context. <a href=""http://www.politifact.com/punditfact/article/2015/sep/02/11-examples-hillary-clinton-and-bernie-sanders-hol/"" title=""http://www.politifact.com/punditfact/article/2015/sep/02/11-examples-hillary-clinton-and-bernie-sanders-hol/"" target=""_blank"">http://www.politifact.com/punditfact/article/2015/sep/02/11-examples-hil...</a>",,1,"Maplewood, NJ",False,58695779,1441253765
974,"Why weren't the times HRC abstained from voting (tantamount to a ""no vote"") included in this comparison?",,1,USA,False,72532865,1437873857
975,"Another interesting comparison to make is between the voting records of Senators Clinton and Obama. I did that during the 2008 primary elections. She was more progressive than he.<br/><br/>Now that we see Pres Obama joining forces with Paul Ryan, McConnell, and Boehner to try and get his dangerous TPP through Congress, that is not hard to believe.",,3,New York,False,36824650,1433308088
976,"""Her positions on the votes that differed from Mr. Sanders represented policy differences but also political calculations by Mrs. Clinton, who was preparing for a presidential run in 2008.""  Unless you're a mind reader, how do you know this?  This is what is meant by interjecting opinion into an article that's supposed to be focused on the news. I appreciate the actual rundown of the differences in votes; I don't appreciate opinion presented as fact.",,2,California,False,67216638,1433172803
977,"Regarding  Sen. Sanders votes/positions on gun control:  he got an F from the NRA and he represents a fairly rural state which actually uses guns for their fundamental purpose, hunting for food.  I like the fact that he actually REPRESENTS his constituents unlike most of the corporate puppets in Congress.  What he would do as president on gun control is not of much interest to me since it is largely a state issue.  ",,4,"Firenze, Italy",False,23602170,1433138081
978,"Obviously effort went into providing extra clarity in the language of the charts rather than simple ""For and Against"".  I appreciate this attention to detail and hope it continues.<br/><br/>The general confusion which exists around procedural votes in the Senate or votes which contain ""poison pills"" despite their titles can make any comparison of senatorial votes meaningless to an average voter.  I hope future comparisons will continue to include explanations which help voters to understand complexities of votes.<br/><br/>Thank you again for devoting space and resources to this comparison.  It will not be such an easy task for the current field of GOP senators!",,5,"Gulfport, FL",False,58633896,1433117640
979,"Hillary = gun regulation.  Bernie = no gun regulation.  Hillary = support immigration laws Bernie = opposed immigration laws.  Bernie has a one track mind focused on Wall Street... he doesn't seem to be able to multitask.  Hillary is tackling many issues at once from economics to education to immigration to middle class family needs, etc.  Hillary has my vote.  No one on the republican side is credible for me.  ",,3,Oklahoma,False,72076071,1432878604
980,THANK YOU for printing this.<br/><br/>I've been trying to explain to my old college buddies from the late 70's the difference between these two Presidential potentials.<br/><br/>Great to see it in B&amp;W as it saves a LOT of arguing time.  Let their Senatorial votes speak for themselves....THANKS AGAIN.,,3,ny,False,25282262,1432848590
981,"The only mention of Senator Sanders in a NYTimes article with the word ""immigration"" from June 2007 is from June 28, 2007:<br/>""Senator Bernard Sanders, a newly elected independent from Vermont who usually sides with Democrats, has been opposing the measure [immigration reform bill], arguing that it could be detrimental to American workers.""<br/>More recently, on June 24, 2013 the NYTimes described Senator Sanders as having become more sympathetic with immigration reform.<br/>More recently, on February 2-5, 2015, Senator Sanders voted with Democrats to block a bill funding the Department of Homeland Security, which apparently would have somehow interfered with Obama's Executive Order on immigration (how I do not know).<br/>Senator Sander's website does not clarify his current position on immigration.  ",,0,"Baton Rouge, LA",False,40928225,1432845708
982,"This is the kind of stuff we need to see. Though, it'd be great if we had more context of each vote, such as why exactly Bernie considered the National Institute of Standards and Technologies' Advanced Technology Program as wasteful.<br/><br/>For instance, the best I can find about that amendment is that it's summarized as ""Amdt. No. 3294; To increase funding for the United States Marshals Service to ensure full funding for the Adam Walsh Child Protection and Safety Act of 2006 and offset the increase by reducing funding for the Advanced Technology Program."" which sounds more like nuance of a funding bill and completely different than ""wasteful spending.""<br/><br/>I can't find any comments on it from Bernie, and I worry that the ""wasteful spending"" bit may be some editorializing by the New York Times. If that's the case, what else in the voting comparison are they editorializing?",,0,"Philadelphia, PA",False,72175019,1432834551
983,"All I have to say is: Go, Bernie, GO!!! He gives me hope again, something that had all but disappeared until he announced his run. I will NOT vote for another Clinton. Ever. I may be classified as low-income, but I will be donating to Bernie as much as I possibly can. GO, BERNIE, GO!!!",,13,"Mooresville,NC",False,31142865,1432821518
984,This was an excellent comparison  all voters should read and study to make informed selections not paid slander of PACs,,2,"Nashville, Tn",False,57621577,1432783337
985,"I will be re-registering back to Democrat to vote for Bernie. I registered Green as a protest, as Dems were complaining, very loudly, about Repubs taking corporate money, just as they were doing the same things themselves. In the over two years I have been a registered Green, few from the party have reached out to me, except when they want money.",,9,California,False,67881390,1432770226
986,"This article can and will be misinterpreted. The 93% voting agreement only demonstrates agreement on bills presented to the senate for a vote. That does not necessarily imply similarity in platform. In the context of the presidency, I would expect Clinton and Sanders to behave very differently.  A more accurate predictive analysis might be a qualitative study of bills sponsored or authored by each.",,14,NYC,False,72169428,1432768987
987,"As s lifelong Democrat, I also feel Bernie is too far left to win more than 30% of the vote in a general election, but I would have ""to hold my nose"" to vote for Hillary. Wish there were some better choices out there for us Dems..",,2,Harrington Park NJ,False,67360218,1432762645
988,"I like Sanders on most issues except trade and foreign policy - where he is careless.  My heart is with him but my brain is with Clinton.  Bernie would be our McCain - too far to one side to be electable.  Clinton can win and we get 93% of what we want.  Bernie can't win - we get 0% of what we want. No brainer.  Still, Bernie can play an important role and have influence.",,6,Japan,False,11224991,1432761174
989,"Fascinating - Clinton and Sanders voted together 93 percent of the time, even though Clinton is perceived as a pro-corporate moderate and Sanders is a self-described socialist. I'll bet that there is no Democrat-Republican pair of Senators who vote together anything close to 93 percent of the time.<br/><br/><a href=""http://politicsbyeccehomo.wordpress.com"" title=""politicsbyeccehomo.wordpress.com"" target=""_blank"">politicsbyeccehomo.wordpress.com</a>",,6,"Jackson Heights, NY",False,21639730,1432748480
990,I would like to see this analysis extended back to 2001. Key decisions were being made from 9/11 forward that should be contrasted as well.,,5,florida,False,57883804,1432748535
991,"Follow the money, and there you will find Hillary Clinton.  I can't take her entitlement mentality - that she is now entitled to the presidency.  ",,30,Burlington,False,768757,1432748478
992,"I would like to know where Bernie Sanders stand on the Palestinian/Israel issue, particularly the two State solution.  He is a Jewish American and I wonder if he is in favor of the illegal settlement in the West Bank by Israelis.  Does he have a solution to the plight of the Palestinians and the aggressive and inhumane treatment of Palestinian civilians during the last Israel's bombing of Gaza?  It is obvious in this article that this issue has been sidetracked.",,3,"Indianapolis, IN",False,67497857,1432743185
993,"HRC's events, so far, appear to be staged because they are staged.  What's needed are actual debates between the 2 Dem candidates, each answering the other's Qs.  And real HRC press conferences, less fakery with caefully screened small groups of 'everyday people.' Bernie isn't hiding.",,23,BKLYN,False,4624047,1432743232
994,Poor Bernie Sanders is just finding out that the media cabal selected Hillary Clinton as our next president years ago. Good luck next time Bernie.,,5,"Summit, NJ",False,643009,1432742871
995,"Clinton votes with the major money in American politics: that which speaks for the Military-Industrial-(Congressional) Complex, the financial system, and the profitability of large public corporations (lower taxes, less regulation, cheap and compliant labor). <br/><br/>Sanders does not.  That's basically the difference: things as they are, versus things as they ought to be.",,42,"Santa Cruz, CA",False,7178974,1432746899
996,"NY Times, thanks for this article. This is the kind of information we need to make an informed decision about the Democratic nominee. ",,46,San Francisco,False,53754055,1432742938
997,"Any truth to the rumor of a Presidential Summer Annual called ""Bring on the Clown Car?""",,0,"Pottsville,PA",False,67491119,1432785940
998,"Like her or hate her, she is miles ahead",,0,Boston,False,7221086,1432729210
999,"What Bernie Sanders is testifying about himself is: ""I admit... I am NOT a communist and I never have been!  It's the Republicans who are the communists serving commerce and the mega-wealthy!""",,0,"Augusta, Maine",False,72413807,1435666995
1000,"This is what I can see happening next year (and truly hope it comes true!) - WHEN Bernie wins the Democratic Nomination for 2016, the main stream media will not know what hit them and say things like 'wow he just came out of nowhere to beat the presumptive democratic nominee and front-runner HRC..etc..etc' and act super surprised and spin their holograms and gee-whiz hi-tech screens to slice and dice the data while the informed citizens of this country that really know what is going on will not be surprised one tiny bit. Go Bernie! Teach the military-corporate-media establishment a nice lesson!",,3,"Queens, NY",False,65479533,1434139714
1001,"This Editorial blog has been open for a week and this point, when there appears to be little or no further response, I question if the reasoning for this is to informally gauge public support and thus direct future coverage. <br/><br/>My sense is the Times should devote some real energy and time to an analysis of our nation's goals which appears to be the underlying thrust of Mr. Sanders campaign for office. Our governments domestic and foreign policies are, as they have been for some time, floundering and now foundering while Mr. Sanders is the only person who acknowledges as well as offers any substantive criticism.<br/><br/>The voting public may view elections to political office and the Presidency in particular as symbolic which as has been tragically proven to be a grievous error. We as a nation of people who live and unfortunately too often die as a result of political decisions made by the less thoughtful among us need to hear a voice of reason with a consistency that allows that voice to penetrate  the layers of social muck those who only exploit for personal profit use to cover their behavior.<br/><br/>We are  sinking and only one person has shown any understanding that we have a gaping hole in our ship of state but also knows how to and will repair the breach. Give him the same platform you seem to be willing to give the much less qualified much less transparent field trailing behind the truth he speaks. ",,6,"Philadelphia, PA",False,53616761,1433256403
1002,"There is a simple reason that Bernie goes below the fold while a Santorum goes above: it's about the money. Unlike the triangulators and position pollers, Bernie concentrates on the mechanics of inequality. He is not distracted by phony culture wars or by overhyped irrelevancies. He is intent on reigning in the oligarchs – and that startles the news hacks. Public discourse has been so hijacked by the right and so vigorously framed by the corporatists to exclude the interests of the middle class that the media don't recognize a serious champion for the people. And Bernie scares their bosses – hence the effort to marginalize him. It's up to us to make sure the message gets through: to make our government work for us. Not the billionaires.",,6,VT,False,6098666,1433226431
1003,"An earlier comment of R. Dean Hovey was derided as being overly sensitive, but I must concur with him.<br/><br/> I too was taken aback; confused and immediately deflated by the lead;<br/>""Bernie Sanders Comes Clean""<br/><br/>My first thought was Mr. Clines, (F.X. no less) had uncovered evidence that early in his career Mr. Sanders had actually taken personal favor in return for political favor.<br/><br/>I was relieved, but not humored as I read the story and am not smiling now.<br/><br/>Bernie Sanders has a voice that should be promoted and heard by any who actually seek honesty in government. That is no laughing matter and anything that smacks of derision will only aid those who will ignore and if that doesn't work attempt to tarnish this man at every turn.<br/><br/>This election is not a game and he is not running to amuse. There are a lot of very serious people with a lot of very serious money who are not amused by his will to speak the truth.",,4,"Philadelphia, PA",False,53616761,1433201957
1004,"<br/>The Union Leader's Dan Tuohy correctly reports that Sanders ""said America needs a serious debate on issues, and he then referenced the Trans-Pacific Partnership"", and that in the Hall, ""Sanders spoke about free tuition to public colleges and the importance of universal health care, Social Security, and keeping promises to veterans"" which are also 'issues'. <br/><br/>Your accurate report continued that, ""Afterward, he walked out to a nearby courtyard where grabbed a bull horn to speak to an overflow crowd. He said his campaign would focus on fighting income inequality and the influence of big money in politics."" --- which are more 'issues'.<br/><br/>Finally, you reported that Sanders addressed the 'issues' of; billionaires, control of the media and the economy. Sanders said that others should address the 'issues' like he is with 'the people'.<br/><br/>But the only single issue which is the proximate CAUSE of all these subordinate 'issues' that Sanders mentioned is the Disguised Global (crony) Capitalist EMPIRE, which is only 'posing' as our former country and which is the force hiding behind both these Vichy parties --- and which Bernie needs to honestly; expose, 'call-out', and tell the people about, just as Thomas Paine and Paul Revere shouted-out and warned the people about the EMPIRE that was oppressing colonial American 'subjects' of that more visible Red Coated British EMPIRE.",,4,"Wells, Maine",False,135450,1432845307
1005,Mr. Sanders has my backing and will have my vote when he gets the nomination.<br/><br/>I also join him in offering condolence to the Biden family,,3,"Philadelphia, PA",False,53616761,1433096217
1006,"“iconoclastic broadsides?”<br/>“signature New England contrariness?”<br/>“combative?”<br/><br/>Of whom do you speak, Mr. Clines?  Some easy caricature that comes to mind whenever you see a photo of Senator Sanders?  Have you ever actually heard the senator speak?  He is nothing like the odd descriptives in this piece.  Mr. Sanders is soft-spoken, reasonable, cordial.  Always.  That is his nature.  That is who he is. <br/><br/>This is a newspaper, not a literary journal.  Please forgo the fictional characterizations when discussing real people.  You don’t want to give an erroneous impression, now do you?",,6,"Sacramento, California",False,20692385,1433094555
1007,Aww.,,0,Massachusetts,False,874543,1432921983
1008,"Most of us don't care what an individual makes in income, we care about how much of that income participates in and for the national community by way of taxes.  Sanders seems to understand that no one lives on an economic island and that our tax code needs to stop overtaxing the middle class in favor of the super rich whose money comes from investments and in favor of global business that uses our infrastructure and political stability but ""reinvests"" very little of what it makes as a consequence.",,4,NYC,False,44420772,1432816720
1009,"You have to respect Senator Sanders. He is plain spoken and forthright. He says what he means even when it's unpopular. <br/><br/>He has my support if only because he doesn't talk outta all side of his face at once. This is a change for the better. <br/><br/><a href=""http://wifelyperson.blogspot.com/"" title=""http://wifelyperson.blogspot.com/"" target=""_blank"">http://wifelyperson.blogspot.com/</a>",,7,"St. Paul, MN",False,15481439,1432790092
1010,"Bernie Sanders should stop calling himself a socialist.  He is merely what used to be called a liberal back before liberal politicians became centrists and centrists became radical right wingers.  I'll support him regardless of what he or others call him, but he might win more votes by eschewing the term socialist.",,5,Maine,False,17032642,1432783058
